Name,club,facebook,twitter,instagram,pinterest,logo,Photo,Street,City,State,Zip,Appointment_url,Phone,Food,Tour,Family,Pets,Picnic,Website,Email,Fee,Appointment,Open,Close,atmosphere_id,Bio
Stephen & Walker Trust Winery,http://www.trustwine.com/Wine-Club,https://www.facebook.com/stephenandwalker?fref=photo,https://twitter.com/stephandwalker,https://instagram.com/stephenandwalker/,,http://4.bp.blogspot.com/-ax8Npu4OTro/TrRluavXjoI/AAAAAAAAB3M/c0ANU0ZGwLk/s1600/stephenwalker.jpg,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xap1/v/t1.0-9/426079_10150588482026524_960608639_n.jpg?oh=f8357427385ae431e15bb46405b7daa6&oe=56A23E43,243 Healdsburg Ave,Healdsburg,CA,95448,,707-431-8749,,,,,,http://www.trustwine.com,nancy@trustwine.com,,No,11:00,19:00,,"We are a small, artisanal family owned winery located in the heart of the California wine country in Healdsburg, California. We are proud and passionate to bring you wines made from the remarkable vineyards we tend with our growers in Napa, Sonoma, Mendocino and Monterey Counties. Open daily."
Stone Edge Farm Winery,http://www.stoneedgefarm.com/club/,https://www.facebook.com/Stone-Edge-Farm-Winery-372416302780078/timeline/,https://twitter.com/stoneedgefarm,https://instagram.com/stoneedgefarm/,,http://www.stoneedgefarm.com/assets/img/common/logo.png,https://scontent.fsnc1-1.fna.fbcdn.net/hphotos-xtp1/v/t1.0-9/11949158_1006897599331942_4656298579296831970_n.jpg?oh=1d55e34a7f8391046fcf3bd9aba412b5&oe=56A49FE4,Contact Us Directly,Sonoma,CA,95476,,707-935-6520,Yes,Yes,,,,http://www.stoneedgefarm.com,info@stoneedgefarm.com,45.00,Yes,,,,"We produce organically farmed estate grown wines, made with the highest standards of environmental and social awareness. Starting this summer of 2014 we will begin to offer wine tastings in our two distinctive Sonoma settings, one just off the historic plaza, the other, 1800 feet above the valley floor at Silver Cloud Vineyard."
Stonestreet Estate Vineyards,http://www.stonestreetwines.com/visit-us/pinnacle-wine-club,https://www.facebook.com/stonestreetwinery/timeline,,,,http://www.stonestreetwines.com/sites/all/themes/ss_wines/logo.png,http://www.stonestreetwines.com/sites/default/files/styles/content_banner/public/content-banners/STS-patio.jpg?itok=EdbNudPp,7111 Highway 128,Healdsburg,CA,95448,,800-355-8008,,Yes,Yes,Yes,Yes,http://www.stonestreetwines.com,info@stonestreetwines.com,15.00,No,11:00,16:30,,"Stonestreet Estate Vineyards stands as the one largest and most extensive mountain vineyards in the world. Our Cabernet Sauvignon, Chardonnay and Sauvignon Blanc are etched with the bold and distinctive flavor profile of the Mayacamas Mountain Range. Visit us at our estate or at the tasting room in downtown Healdsburg. Open daily."
Stonestreet Tasting Room downtown Healdsburg,http://www.stonestreetwines.com/visit-us/pinnacle-wine-club,https://www.facebook.com/stonestreetwinery/timeline,,,,http://www.stonestreetwines.com/sites/all/themes/ss_wines/logo.png,http://s3-media3.fl.yelpcdn.com/bphoto/vLN6meFcmoVaZFmyuPSySA/ls.jpg,337 Healdsburg Avenue,Healdsburg,CA,95448,,707-473-3377,,,Yes,Yes,,http://www.stonestreetwines.com,info@stonestreetwines.com,15.00,No,10:30,17:30,,"Stonestreet Estate Vineyards stands as the one largest and most extensive mountain vineyards in the world. Our Cabernet Sauvignon, Chardonnay and Sauvignon Blanc are etched with the bold and distinctive flavor profile of the Mayacamas Mountain Range. Visit us at our estate or at the tasting room in downtown Healdsburg. Open daily."
Stryker Sonoma Winery and Vineyards,http://www.strykersonoma.com/join.html,https://www.facebook.com/StrykerSonoma/timeline,https://twitter.com/StrykerSonoma,https://instagram.com/strykersonoma/,,http://cdn.nexternal.com/strykerson/images/sslogoR195x65.png,http://www.sonomauncorked.com/wine-country-winery-pictures/cache/480x270-wine-bar-stryker-sonoma.jpg,5110 Highway 128,Geyserville,CA,95441,,800-433-1944,Yes,Yes,Yes,Yes,Yes,http://www.strykersonoma.com,info@strykersonoma.com ,,No,10:30,17:00,,"Nestled on a gentle knoll shadowed by the nearby Mayacamas Mountains, the site of Stryker Sonoma Winery typifies the peaceful, serene beauty of the Alexander Valley in the world renowned Sonoma County, just eighty miles north of the Golden Gate Bridge. Our winemaking philosophy is about pure varietal expression which produces award winning, balanced wines rich in fruit and deep in character. With the opening of the Tasting Room doors in 2002, the building won the Architectural Design Award for Northern California by AIA. Ever since then, the Tasting Room has focused on extending a wine country experience that is truly ""Quintessential Alexander Valley"". Open daily"
Stubbs Vineyard,,,,,,,,1000 Marshall Petaluma Rd,Petaluma,CA,94952,,707-486-3152,,,,,,http://www.stubbsvineyard.com,,,Yes,,,,"In 1996 Tom and Mary began by planting 11 acres of Pinot Noir and Chardonnay vines in the sheltered valley a short walk from their house. Initially they sold their fruit to several respected wineries including Schramsberg and Hartford Court vineyards. But as they grew more knowledgeable and passionate about winemaking and excited by the exceptional quality of their grapes, they decided to become vintners as well as growers."
Stuhlmuller Vineyards,,,,,,,,4951 West Soda Rock Lane,Healdsburg,CA,95448,,707-431-7745,,,,,,http://www.stuhlmullervineyards.com,,,No,11:00,16:30,,"Stuhlmuller Vineyards is nestled in a unique river bench and hillside location on the southwestern edge of the Alexander Valley, where three of Northern Sonoma County's top appellations come together. There, virtually a stone's throw from Chalk Hill and the Russian River Valley, the vineyard’s ancient soils and perfect microclimate provide the ideal environment for growing exceptional Chardonnay, Cabernet Sauvignon, and Zinfandel .  Open daily; by appointment Tuesday thru Thursday"
Sunce Winery,,,,,,,,1839 Olivet Road,Santa Rosa,CA,95401,,707-526-9463,,,,,Yes,http://www.suncewinery.com,,,No,,,,"Sunce, established in 1991,  is located just off of River Road on Olivet Road in the heart of the Russian River Valley. A small ultra-premuim winery producing small lots of rare varietals, vineyard designates and classic blends. Quality is preferred over quantity; each release is limited, sometimes to 200 cases or less and many are pre-sold through barrel futures. Sunce Winery, meaning ""sun"" in Serbo-Croatian, is located on one of the oldest roads in Sonoma County. Where olive trees once dominated the landscape, century old head pruned vines now quietly assert their beauty. Nestled in this serene environment, Sunce Winery provides a tranquil, romantic, yet down-to-earth atmosphere.  Enjoy a picnic on the deck and play a game or two of bocce ball.  Stroll the estate Pinot Noir Vineyard and if you see Frane (the wine maker) hanging around ask him to take you to his barrels."
Super Sonoman - Cellars of Sonoma,,,,,,,,Cellars of Sonoma Tasting Room,Santa Rosa,CA,95401,,707-539-8544,,,,,,http://www.supersonoman.com,,,No,,,,"It began with a desire to make the best Cabernet Sauvignon Sonoma County has ever produced.The diverse geology of Sonoma County and its topography have made it the ideal location to make world class wine for years but the grapes that are most often associated with the region have been Chardonnay, Pinot Noir, Syrah, and Zinfandel to name a few. If you were looking for an elegant, age-worthy Cabernet Sauvignon however, the choice was easy, go to the Napa Valley. We bring you another choice, Super Sonoman Wine.We discovered a series of micro vineyards on the slopes of the Mayacamas Mountains above the Russian River Valley. Sitting at altitudes varying from 900 feet to 1500 feet above Sea level. The vineyards are almost always out of the fog and reap the rewards of warm nurturing sunshine. It’s a place where the cool air of the ocean pours in at night during the ripening months of the summer, lending to exceptional hang time, thus aiding in the physiological development of well balanced, ripe fruit.The first grapes were harvested in October of 2003.  We now have our first four vintages in the bottle and two vintages in barrel.  We have fulfilled our original vision through hard work and the desire to create a memorable wine experience that we hope you’ll share with family and friends for years to come.  Wine making with vision…Super Sonoman Wine.  Located in the Cellars of Sonoma"
T R Elliott - Cellars of Sonoma,,,,,,,,Cellars of Sonoma Tasting Room,Santa Rosa,CA,95401,,707-578-1826,,,,,,http://www.elliottfamilycellars.com,,,No,10:00,22:00,,"TR Elliott is dedicated to producing small lots of Pinot Noir from the RussianRiverValley. Located in the heart of Sonoma County, California, this grape-growing region combines ideal soils and climate to create Pinot Noir of world-class quality.  My search for the perfect bottle of wine began in SonomaCounty with the harvest of 1978. For the next quarter-century I worked with the finest wine growers and vintners in the region.  In 2002 I founded TR Elliott with my wife and two children, opening a new chapter in my pursuit of excellence. I invite you to join our quest....Located in the Cellars of Sonoma tasting room. Open daily; closes early at 7pm Sunday thru Wednesday"
Taft Street Winery,,,,,,,,2030 Barlow Lane,Sebastopol,CA,95472,,707-823-2049,,,,,,http://www.taftstreetwinery.com,,,No,11:00,16:30,,"Like the renegade Bordeaux winemakers known as ""Garagistes,"" Taft Street began in a garage rather than a grand chateau, always stressing quality without pretense. Taft Street Winery continues in the garagistes traditions to this day, producing limited production, handcrafted wines from select Russian River Valley vineyards. Stop by and discover why all roads lead to Taft Street.  Open daily; closes early at 4pm Monday through Friday.  We are closed Thanksgiving Day, Christmas Day, and New Year's Day. Reservation is required for groups six and over."
Talisman Wines,,,,,,,,13651 Arnold Drive,Glen Ellen,CA,95442,,707-721-1628,,,,,,http://www.talismanwine.com,,,No,12:00,17:00,,"Talisman's goal is very simple: the creation of exquisite Pinot Noirs that are true to their roots and accurately reflect their vineyards of origin.Appointments are encouraged and not limited to regular hours. We offer a personal, comparative Pinot Noir tasting experience.  Open Thursday thru Monday "
Talty Vineyards & Winery,,,,,,,,7127 Dry Creek Road,Healdsburg,CA,95448,,707-433-8438,,,,,,http://www.taltyvineyards.com,,,No,12:00,16:00,,"Talty Winery is a small production winery specializing in the highest quality Zinfandels in Dry Creek Valley. Talty Winery produces around 1,300 cases of handcrafted Zinfandels from some of the finest vineyards in Sonoma and Napa Counties.  Open daily; by appointment only Monday through Thursday "
Tara Bella Winery,,,,,,,,3701 Viking Road,Santa Rosa,CA,95401,,707-544-9049,,,,,,http://www.tarabellawinery.com,,,Yes,,,,"We are a boutique, family owned vineyard and winery nestled off of Olivet Road in the Russian River Valley, Sonoma County, California.  We produce estate grown, hand crafted, world class Cabernet Sauvignon. We are not found in stores or restaurants -we simply don't have enough wine. Our wines are sold exclusively through our winery and wine club family.  Open Thursday thru Sunday "
Tasting Room on the Green,,,,,,,,9050 Windsor Road,Windsor,CA,95492,,707-687-5089,,,,,,http://www.muttlynchwinery.com/,,,No,11:00,18:00,,Tasting on the Green is a collaborative tasting room located on the Windsor Town Green in Windsor California. It features the hand-crafted wines of two of Sonoma's most notable female winemakers Phyllis Zouzounis of Deux Amis and Brenda Lynch of Mutt Lynch Winery.  Open daily; Sunday hours are 12pm - 5pm
The Barlow,,,,,,,,6770 McKinley Street,Sebastopol,CA,95472,,707-824-5600,,,,,,http://www.thebarlow.net/,,,No,,,,
The Calling,,,,,,,,Call us directly,Windsor,CA,95492,,707-523-3646,,,,,,http://www.thecallingwine.com,,,Yes,,,,"Serendipity brought Emmy Award winning sports commentator Jim Nantz and wine industry entrepreneur Peter Deutsch together that formed a friendship and partnership, The Calling. Together, Jim and Peter work closely with renowned winemakers Dan Goldfield and Marco DiGiulio on every step of the winemaking process, making handcrafted Cabernet Sauvignon, Pinot Noir and Chardonnay from the best vineyards in Sonoma County’s Russian River and Alexander Valley. For Jim and Peter, The Calling is about pursuing a passion, inspiring others, and making a great wine."
The Donum Estate,,,,,,,,Contact us directly,Sonoma,CA,95476,,707-939-2290,,,,,,http://www.thedonumestate.com,shannon@thedonumestate.com,,Yes,,,,"The Donum Estate is both a place and a unique project.In fact, it's three places. Donum Ranch is a 147-acre property with 45 acres devoted to vines located on gently rolling hills that rise up from San Pablo Bay in Carneros. To the northeast in the Russian River Valley lies the 16-acre Nugent Vineyard, and further north, our 11-acre Anderson Valley vineyard.We farm all three vineyards, which provide superlative estate grown fruit for our ""ultimate Pinot Noir project."" Based on a Burgundian grand cru model, our program's goal is to produce the finest Pinot Noir and Chardonnay possible.The Donum Estate is owned by Winside, Inc., a partnership of five Danish investors, all friends who share a love of fine wines."
The Home of Two Arrowheads,,,,,,,,22281 Chianti Road,Geyserville,CA,95441,,707-735-3500,,,,,,http://www.thewhitedoe.com,,,No,11:00,16:30,,"The White Doe is the first of a series of wines that will reveal the name of our new winery in Geyserville, followed by Manteo, Two Arrowheads, and the Lost Colony.  Open daily"
The Natural Process Alliance,,,,,,,,"3350 Coffey Lane, Ste D",Santa Rosa,CA,95403,,707-527-7063,,,,,,http://www.naturalprocessalliance.com,,,No,11:00,16:30,,"The Natural Process Alliance is dedicated to responsible farming, minimalistic winemaking and transparency for consumers.  We pour both the NPA wines as well the Salinia wines.  Open daily; by appointment only Monday to Thursday"
Thomas George Estates,,,,,,,,8075 Westside Road,Healdsburg,CA,95448,,707-431-8031,,,,,,http://www.thomasgeorgeestates.com,,,No,11:00,17:00,,"Thomas George Estates is run by the father-and-son team of Thomas and Jeremy Baker— who have dedicated themselves to establishing a world-class winery focused on site-specific Pinot Noirs and Chardonnays grown in the cool heart of the Russian River Valley. To realize this vision, the Baker family has assembled an estate program that includes three distinct and coveted vineyards—Baker Ridge, Starr Ridge and Cresta Ridge. Offering a diversity of microclimates, soil types, exposures, vine age and clonal material, these exceptional hillside vineyards provide Thomas George Estates with a complex palette of fruit from which to craft its limited-production wines. These artisan wines are handmade in small lots in a style that emphasizes balance, brightness and terroir-inspired sophistication.  Open daily. Standard tastings occur in our winery tasting room Tuesday through Thursdays and in the wine cave Friday through Monday. Tours and private tastings occur at 11am and 3pm Thursday through Sunday."
Three Sticks Wines,,,,,,,,143 West Spain Street,Sonoma,CA,95476,,707-996-3328,,,,,,http://www.threestickswines.com,,,Yes,,,,"The Three Sticks philosophy is to produce wines of world class quality from exceptional vineyards in Sonoma County, including our estate properties Durell and Gap's Crown Vineyards. We are passionate about what we do and we hope you like the wines as much as we enjoy making them!  Open Monday through Saturday."
Thumbprint Cellars,,,,,,,,102 Matheson Street,Healdsburg,CA,95448,,707-433-2393,,,,,,http://www.thumbprintcellars.com,,,No,11:00,18:00,,"ABOUT thumbprint cellars: thumbprint cellars is a boutique winery, with a tasting room and art gallery located in downtown Healdsburg, California. We specialize in a luxurious and uniquely intimate experience — with welcoming people and wines. Our limited-production wine is artfully handcrafted to seduce your senses and raise your eyebrows—whether you’re a connoisseur or just a little wine curious. Each sip will leave its mark on you.WHY THE THUMBPRINT?thumbprint cellars began as a hobby for Scott Lindstrom-Dake, owner/winemaker, while studying art in college. A Sonoma County native, he had developed a taste for great wine, but couldn’t afford much of his own. So he began making it in his garage – mostly to impress his future wife, Erica. One night, while preparing for a party, he began gift signing bottles for the guests. When doing so, his pen broke and spilled ink everywhere. As Scott hurried to capture the ink as it ran down the bottle, an inadvertent upsweep of his thumb created a gold thumbprint on one of the bottles. Ever the curious artist, he began dipping his thumb in the ink and placing thumbprints on each bottle he planned to bring to the party. That night, people kept asking for the ""wine with the thumbprint on it."" The thumbprint brand was born — and has continued growing ever since.THE WINE:At thumbprint cellars, we source our wine grapes from local growers throughout Sonoma County. Our grapes come from Dry Creek Valley, Alexander Valley, Russian River Valley and Knights Valley. Scott enjoys making single vineyard designate wines. Think of these wines as a ""snapshot"" of each vineyard and vintage, telling a story about that special place and time. Scott crafts 18 single vineyard varietals, along with 4 infamous blends. With 22 different varietals offered, we make a wine for everyone! Total case production is less then 5,000 cases and our largest production is 350 cases. You can taste the care and craftsmanship in every bottle. THE TASTING LOUNGE: The tasting lounge in Healdsburg features a warm, welcoming, and family-friendly experience offering exciting tastings and an inclusive vibe. Our tasting lounge and our winery host a variety of events each year — including blending workshops, private tastings and winemaker dinners. Wine Club members receive special pricing on all events, wine and retail purchases – plus lots of other perks. We love our Wine Club members and do our best to show it!THE ART GALLERY:The tasting lounge is also an art gallery, proudly showcasing the work of Sonoma County artists. At heart, Scott is an artist. Unlike many scientific-minded winemakers, Scott views winemaking as a form of art—taking raw ingredients and creating a magical multisensory experience. It’s that artistic bent that leads him to experiment with unique varietals and interesting blends — all part of an ongoing attempt to create a masterpiece.  Open daily."
